TP53	ENSG00000141510	ENST00000269305	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000359597	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000413465	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000420246	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000445888	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000455263	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000504290	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000504937	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000509690	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000510385	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000514944	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000610292	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000610538	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000610623	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000618944	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000619186	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000619485	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000620739	protein_coding	1	0	0	0	0	1	0	1	0	0	0
TP53	ENSG00000141510	ENST00000622645	protein_coding	1	0	0	0	0	1	0	1	0	0	0
ATM	ENSG00000149311	ENST00000452508	protein_coding	0	0	1	1	0	1	1	0	0	0	0
ATM	ENSG00000149311	ENST00000675843	protein_coding	0	0	1	1	0	1	1	0	0	0	0
BIVM-ERCC5	ENSG00000270181	ENST00000639132	protein_coding	0	0	1	0	0	0	1	0	0	0	0
BIVM-ERCC5	ENSG00000270181	ENST00000639435	protein_coding	0	0	1	0	0	0	1	0	0	0	0
ERCC5	ENSG00000134899	ENST00000652225	protein_coding	0	0	1	0	0	0	1	0	0	0	0
ERCC5	ENSG00000134899	ENST00000652613	protein_coding	0	0	1	0	0	0	1	0	0	0	0
FANCL	ENSG00000115392	ENST00000233741	protein_coding	0	0	1	0	0	0	1	0	1	0	0
FANCL	ENSG00000115392	ENST00000402135	protein_coding	0	0	1	0	0	0	1	0	1	0	0
FANCL	ENSG00000115392	ENST00000403295	protein_coding	0	0	1	0	0	0	1	0	1	0	0
FANCL	ENSG00000115392	ENST00000403676	protein_coding	0	0	1	0	0	0	1	0	1	0	0
FANCL	ENSG00000115392	ENST00000417361	protein_coding	0	0	1	0	0	0	1	0	1	0	0
FANCL	ENSG00000115392	ENST00000427708	protein_coding	0	0	1	0	0	0	1	0	1	0	0
FANCL	ENSG00000115392	ENST00000446381	protein_coding	0	0	1	0	0	0	1	0	1	0	0
FANCL	ENSG00000115392	ENST00000449070	protein_coding	0	0	1	0	0	0	1	0	1	0	0
SETD2	ENSG00000181555	ENST00000409792	protein_coding	0	0	1	0	0	0	1	0	0	0	0
SETD2	ENSG00000181555	ENST00000412450	protein_coding	0	0	1	0	0	0	1	0	0	0	0
SETD2	ENSG00000181555	ENST00000638947	protein_coding	0	0	1	0	0	0	1	0	0	0	0
SETD2	ENSG00000181555	ENST00000685005	protein_coding	0	0	1	0	0	0	1	0	0	0	0
SETD2	ENSG00000181555	ENST00000685399	protein_coding	0	0	1	0	0	0	1	0	0	0	0
SETD2	ENSG00000181555	ENST00000686876	protein_coding	0	0	1	0	0	0	1	0	0	0	0
SETD2	ENSG00000181555	ENST00000690157	protein_coding	0	0	1	0	0	0	1	0	0	0	0
SETD2	ENSG00000181555	ENST00000691902	protein_coding	0	0	1	0	0	0	1	0	0	0	0
