AIP	ENSG00000110711	ENST00000279146	protein_coding	1	1	0	9	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	1	0
AIP	ENSG00000110711	ENST00000525341	protein_coding	1	0	1	9	1	0	0	0	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0	1
AIP	ENSG00000110711	ENST00000528641	protein_coding	1	1	0	9	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	1	0
AIP	ENSG00000110711	ENST00000682659	protein_coding	1	1	0	9	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	1	1
AIP	ENSG00000110711	ENST00000682699	protein_coding	1	1	0	9	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	1	0
AIP	ENSG00000110711	ENST00000683237	protein_coding	1	0	0	10	1	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0
AIP	ENSG00000110711	ENST00000683856	protein_coding	1	1	0	9	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	1	1
AIP	ENSG00000110711	ENST00000684006	protein_coding	1	0	0	10	1	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0
AIP	ENSG00000110711	ENST00000684657	protein_coding	1	1	0	9	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	1	0
AKT1	ENSG00000142208	ENST00000349310	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	0	0
AKT1	ENSG00000142208	ENST00000402615	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	0	0
AKT1	ENSG00000142208	ENST00000407796	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	0	0
AKT1	ENSG00000142208	ENST00000553797	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	0	0
AKT1	ENSG00000142208	ENST00000554581	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	0	0
AKT1	ENSG00000142208	ENST00000554848	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	0	0
AKT1	ENSG00000142208	ENST00000555528	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	0	0
AKT1	ENSG00000142208	ENST00000649815	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	0	0
AKT1	ENSG00000142208	ENST00000683722	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	1	0	0	0	0	0	0	0
ALK	ENSG00000171094	ENST00000389048	protein_coding	5	5	7	25	0	0	0	0	0	0	0	4	27	7	0	0	2	0	0	1	0	0	3	0
ALK	ENSG00000171094	ENST00000453137	protein_coding	1	0	0	7	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	2
ALK	ENSG00000171094	ENST00000618119	protein_coding	4	4	6	26	0	0	1	0	0	0	0	3	27	6	0	0	2	0	0	1	0	0	2	0
ALK	ENSG00000171094	ENST00000642122	protein_coding	1	1	2	11	0	0	0	0	0	0	0	1	9	2	0	0	0	0	0	0	0	0	1	2
APC	ENSG00000134982	ENST00000257430	protein_coding	5	3	3	11	0	0	0	0	0	0	0	2	13	3	0	0	2	0	0	3	0	0	1	0
APC	ENSG00000134982	ENST00000507379	protein_coding	3	3	1	22	0	0	0	0	0	0	4	1	15	1	0	0	2	0	0	2	0	0	1	5
APC	ENSG00000134982	ENST00000508376	protein_coding	5	3	3	11	0	0	0	0	0	0	0	2	13	3	0	0	2	0	0	3	0	0	1	0
APC	ENSG00000134982	ENST00000512211	protein_coding	3	3	1	15	0	0	0	0	0	0	4	1	13	1	0	0	2	0	0	2	0	0	1	0
AR	ENSG00000169083	ENST00000374690	protein_coding	3	4	7	73	8	1	1	0	0	0	1	3	63	7	0	0	0	0	0	0	0	0	3	0
AR	ENSG00000169083	ENST00000396044	protein_coding	3	2	5	75	1	0	0	0	0	0	8	3	65	5	0	0	0	0	0	0	0	0	2	1
AR	ENSG00000169083	ENST00000504326	protein_coding	3	3	3	36	4	1	1	0	0	0	12	3	19	3	0	0	0	0	0	0	0	0	2	0
ARID1A	ENSG00000117713	ENST00000324856	protein_coding	5	4	8	19	1	0	0	0	0	0	0	1	20	8	0	0	3	0	0	4	0	0	2	0
ARID1A	ENSG00000117713	ENST00000374152	protein_coding	5	3	7	18	0	0	1	0	0	0	1	1	18	7	0	0	3	0	0	4	0	0	1	0
ARID1A	ENSG00000117713	ENST00000430799	protein_coding	5	2	7	22	1	0	0	0	0	0	0	1	22	7	0	0	2	0	0	4	0	0	1	0
ARID1A	ENSG00000117713	ENST00000457599	protein_coding	3	5	7	21	1	0	0	0	0	0	0	1	23	7	0	0	4	0	0	2	0	0	2	0
ARID1A	ENSG00000117713	ENST00000524572	protein_coding	2	0	0	7	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	2	0	0	0	0
ARID1A	ENSG00000117713	ENST00000636219	protein_coding	5	2	7	19	1	0	0	0	0	0	0	1	18	7	0	0	2	0	0	4	0	0	1	1
ARID1A	ENSG00000117713	ENST00000637465	protein_coding	2	0	0	10	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	2	0	0	0	0
ARID1B	ENSG00000049618	ENST00000319584	protein_coding	2	0	2	14	0	0	0	0	0	0	5	0	8	2	0	0	0	0	0	2	0	0	0	1
ARID1B	ENSG00000049618	ENST00000346085	protein_coding	5	6	12	21	0	0	0	0	0	4	0	4	23	8	0	0	2	0	0	1	0	0	4	0
ARID1B	ENSG00000049618	ENST00000350026	protein_coding	5	4	10	25	0	0	0	0	0	3	0	4	23	7	0	0	2	0	0	1	0	0	2	4
ARID1B	ENSG00000049618	ENST00000414678	protein_coding	5	4	6	29	0	0	0	0	0	0	0	3	22	6	0	0	2	0	0	2	0	0	2	9
ARID1B	ENSG00000049618	ENST00000494260	protein_coding	1	0	0	11	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	9
ARID1B	ENSG00000049618	ENST00000635849	protein_coding	4	4	5	16	0	0	0	0	0	0	0	3	18	5	0	0	2	0	0	1	0	0	2	0
ARID1B	ENSG00000049618	ENST00000635957	protein_coding	4	4	4	14	0	0	0	0	0	0	0	3	15	4	0	0	2	0	0	1	0	0	2	1
ARID1B	ENSG00000049618	ENST00000636748	protein_coding	1	0	1	14	1	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	9
ARID1B	ENSG00000049618	ENST00000636930	protein_coding	6	6	12	20	0	0	0	0	0	4	0	4	22	8	0	0	2	0	0	2	0	0	4	0
ARID1B	ENSG00000049618	ENST00000637003	protein_coding	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
ARID1B	ENSG00000049618	ENST00000637015	protein_coding	4	4	5	13	0	0	0	0	0	0	0	3	15	5	0	0	2	0	0	1	0	0	2	0
ARID1B	ENSG00000049618	ENST00000637810	protein_coding	4	4	6	15	0	0	0	0	0	0	0	3	16	6	0	0	2	0	0	1	0	0	2	1
ARID1B	ENSG00000049618	ENST00000637904	protein_coding	5	4	6	14	0	0	0	0	0	0	0	3	16	6	0	0	2	0	0	2	0	0	2	0
ARID1B	ENSG00000049618	ENST00000647938	protein_coding	5	4	10	25	0	0	0	0	0	3	0	4	23	7	0	0	2	0	0	1	0	0	2	4
ARID1B	ENSG00000049618	ENST00000674298	protein_coding	1	0	4	10	0	0	0	0	0	3	0	1	6	1	0	0	0	0	0	0	0	0	0	4
ATM	ENSG00000149311	ENST00000452508	protein_coding	2	6	8	54	0	0	0	0	0	0	0	1	55	8	0	0	2	0	0	1	0	0	5	0
ATM	ENSG00000149311	ENST00000675843	protein_coding	2	6	8	54	0	0	0	0	0	0	0	1	55	8	0	0	2	0	0	1	0	0	5	0
ATR	ENSG00000175054	ENST00000350721	protein_coding	3	8	2	45	2	1	2	0	0	0	0	2	44	2	0	1	3	0	0	0	0	0	4	1
ATR	ENSG00000175054	ENST00000661310	protein_coding	3	8	2	45	2	1	2	0	0	0	0	2	44	2	0	1	3	0	0	0	0	0	4	1
ATRX	ENSG00000085224	ENST00000373344	protein_coding	2	0	5	20	0	0	0	0	0	3	0	2	20	2	0	0	0	0	0	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000395603	protein_coding	2	0	5	20	0	0	0	0	0	3	0	2	20	2	0	0	0	0	0	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000623321	protein_coding	1	0	0	6	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000624032	protein_coding	1	0	0	6	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000624166	protein_coding	1	0	1	14	0	0	0	0	0	1	0	1	14	0	0	0	0	0	0	0	0	0	0	0
ATRX	ENSG00000085224	ENST00000675732	protein_coding	1	0	3	7	0	0	0	0	0	2	0	1	5	1	0	0	0	0	0	0	0	0	0	2
BAP1	ENSG00000163930	ENST00000296288	protein_coding	2	2	3	18	1	0	0	0	0	0	0	1	20	3	0	1	3	0	0	0	0	0	0	0
BAP1	ENSG00000163930	ENST00000460680	protein_coding	2	2	3	18	1	0	0	0	0	0	0	1	20	3	0	1	3	0	0	0	0	0	0	0
BIVM-ERCC5	ENSG00000270181	ENST00000639132	protein_coding	1	1	5	10	0	0	0	0	0	0	0	1	11	5	0	0	2	0	0	0	0	0	0	0
BIVM-ERCC5	ENSG00000270181	ENST00000639435	protein_coding	1	1	5	10	0	0	0	0	0	0	0	1	11	5	0	0	2	0	0	0	0	0	0	0
BLM	ENSG00000197299	ENST00000355112	protein_coding	2	2	1	14	1	0	0	0	0	0	0	2	13	1	0	0	0	0	0	0	0	0	2	0
BLM	ENSG00000197299	ENST00000560509	protein_coding	2	2	1	14	1	0	0	0	0	0	0	2	13	1	0	0	0	0	0	0	0	0	2	0
BLM	ENSG00000197299	ENST00000648453	protein_coding	2	2	1	14	1	0	0	0	0	0	0	2	13	1	0	0	0	0	0	0	0	0	2	0
BLM	ENSG00000197299	ENST00000680772	protein_coding	2	2	1	14	1	0	0	0	0	0	0	2	13	1	0	0	0	0	0	0	0	0	2	0
BLM	ENSG00000197299	ENST00000681142	protein_coding	2	2	1	14	0	0	0	0	0	0	1	2	13	1	0	0	0	0	0	0	0	0	2	0
BRAF	ENSG00000157764	ENST00000288602	protein_coding	2	1	1	33	0	0	1	0	0	0	0	1	31	1	0	0	0	0	0	1	0	0	1	1
BRAF	ENSG00000157764	ENST00000469930	protein_coding	1	1	1	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1
BRAF	ENSG00000157764	ENST00000496384	protein_coding	2	1	1	35	0	0	2	0	0	0	0	1	33	1	0	0	0	0	0	1	0	0	1	0
BRAF	ENSG00000157764	ENST00000644969	protein_coding	2	1	1	35	0	0	2	0	0	0	0	1	33	1	0	0	0	0	0	1	0	0	1	0
BRAF	ENSG00000157764	ENST00000646891	protein_coding	2	1	1	35	0	0	2	0	0	0	2	1	31	1	0	0	0	0	0	1	0	0	1	0
BRCA1	ENSG00000012048	ENST00000352993	protein_coding	1	4	3	79	0	0	0	0	0	0	0	0	83	3	0	0	4	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000354071	protein_coding	1	3	6	27	0	0	0	0	0	0	1	0	27	6	0	0	1	0	0	1	0	0	2	0
BRCA1	ENSG00000012048	ENST00000357654	protein_coding	2	6	8	71	0	0	0	0	0	0	0	0	75	8	0	0	4	0	0	2	0	0	2	0
BRCA1	ENSG00000012048	ENST00000461574	protein_coding	1	0	0	30	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	1	0	0	0	9
BRCA1	ENSG00000012048	ENST00000468300	protein_coding	1	4	4	78	0	0	0	0	0	0	0	0	82	4	0	0	4	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000471181	protein_coding	2	6	8	71	0	0	0	0	0	0	0	0	75	8	0	0	4	0	0	2	0	0	2	0
BRCA1	ENSG00000012048	ENST00000478531	protein_coding	1	3	4	61	0	0	0	0	0	0	1	0	63	4	0	0	3	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000484087	protein_coding	1	2	3	50	0	0	0	0	0	0	1	0	49	3	0	0	2	0	0	1	0	0	0	2
BRCA1	ENSG00000012048	ENST00000491747	protein_coding	1	4	4	78	0	0	0	0	0	0	0	0	82	4	0	0	4	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493795	protein_coding	2	6	8	71	0	0	0	0	0	0	0	0	75	8	0	0	4	0	0	2	0	0	2	0
BRCA1	ENSG00000012048	ENST00000493919	protein_coding	1	3	4	61	0	0	0	0	0	0	1	0	63	4	0	0	3	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000591534	protein_coding	1	3	2	81	0	0	0	0	0	0	0	0	84	2	0	0	3	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000644379	protein_coding	2	3	2	54	0	0	0	0	0	0	0	0	48	2	0	0	3	0	0	2	0	0	0	9
BRCA2	ENSG00000139618	ENST00000380152	protein_coding	7	2	7	21	0	0	0	0	0	0	0	4	21	7	0	0	1	0	0	3	0	0	2	0
BRCA2	ENSG00000139618	ENST00000530893	protein_coding	1	0	1	16	0	0	1	0	0	0	9	1	6	1	0	0	1	0	0	0	0	0	0	0
BRCA2	ENSG00000139618	ENST00000544455	protein_coding	7	2	7	21	0	0	0	0	0	0	0	4	21	7	0	0	1	0	0	3	0	0	2	0
BRCA2	ENSG00000139618	ENST00000680887	protein_coding	7	2	7	21	0	0	0	0	0	0	0	4	21	7	0	0	1	0	0	3	0	0	2	0
CASR	ENSG00000036828	ENST00000490131	protein_coding	2	5	3	3	0	0	0	0	0	0	0	1	4	3	0	0	1	0	0	1	0	0	4	0
CASR	ENSG00000036828	ENST00000498619	protein_coding	3	5	3	2	0	0	0	0	0	0	0	2	3	3	0	0	1	0	0	1	0	0	4	0
CASR	ENSG00000036828	ENST00000638421	protein_coding	2	5	3	3	0	0	0	0	0	0	0	1	4	3	0	0	1	0	0	1	0	0	4	0
CASR	ENSG00000036828	ENST00000639785	protein_coding	2	5	3	3	0	0	0	0	0	0	0	1	4	3	0	0	1	0	0	1	0	0	4	0
