APC	ENSG00000134982	ENST00000257430	protein_coding	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0
APC	ENSG00000134982	ENST00000507379	protein_coding	1	0	0	7	0	0	0	0	2	1	2	0	0	0	0	0	0	0	3
APC	ENSG00000134982	ENST00000508376	protein_coding	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0
APC	ENSG00000134982	ENST00000512211	protein_coding	1	0	0	3	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
AR	ENSG00000169083	ENST00000374690	protein_coding	1	0	2	25	6	0	0	0	1	1	18	2	0	0	0	0	0	0	0
AR	ENSG00000169083	ENST00000396044	protein_coding	1	0	2	23	0	0	0	0	5	1	18	2	0	0	0	0	0	0	0
AR	ENSG00000169083	ENST00000504326	protein_coding	1	0	2	7	1	0	0	0	0	1	6	2	0	0	0	0	0	0	0
ARAF	ENSG00000078061	ENST00000377039	protein_coding	1	0	0	5	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0
ARAF	ENSG00000078061	ENST00000377045	protein_coding	3	0	0	4	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0
ARID1B	ENSG00000049618	ENST00000319584	protein_coding	1	1	1	3	0	0	0	0	2	1	1	1	0	0	0	0	0	1	0
ARID1B	ENSG00000049618	ENST00000346085	protein_coding	3	0	4	4	0	0	0	1	0	2	4	3	0	0	0	1	0	0	0
ARID1B	ENSG00000049618	ENST00000350026	protein_coding	3	0	3	5	0	0	0	0	0	2	4	3	0	0	0	1	0	0	1
ARID1B	ENSG00000049618	ENST00000414678	protein_coding	3	1	2	5	0	0	0	0	0	2	3	2	0	0	0	1	0	1	2
ARID1B	ENSG00000049618	ENST00000494260	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ARID1B	ENSG00000049618	ENST00000635849	protein_coding	1	1	2	3	0	0	0	0	0	0	3	2	0	0	0	1	0	1	0
ARID1B	ENSG00000049618	ENST00000635928	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ARID1B	ENSG00000049618	ENST00000635957	protein_coding	1	1	2	3	0	0	0	0	0	0	3	2	0	0	0	1	0	1	0
ARID1B	ENSG00000049618	ENST00000636607	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ARID1B	ENSG00000049618	ENST00000636748	protein_coding	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ARID1B	ENSG00000049618	ENST00000636930	protein_coding	3	1	4	3	0	0	0	1	0	2	3	3	0	0	0	1	0	1	0
ARID1B	ENSG00000049618	ENST00000637015	protein_coding	1	1	2	3	0	0	0	0	0	0	3	2	0	0	0	1	0	1	0
ARID1B	ENSG00000049618	ENST00000637532	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ARID1B	ENSG00000049618	ENST00000637810	protein_coding	1	0	2	4	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0
ARID1B	ENSG00000049618	ENST00000637904	protein_coding	1	1	2	3	0	0	0	0	0	0	3	2	0	0	0	1	0	1	0
ARID1B	ENSG00000049618	ENST00000638000	protein_coding	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ARID1B	ENSG00000049618	ENST00000647938	protein_coding	3	0	3	5	0	0	0	0	0	2	4	3	0	0	0	1	0	0	1
ARID1B	ENSG00000049618	ENST00000674298	protein_coding	2	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1
ATR	ENSG00000175054	ENST00000350721	protein_coding	2	1	1	17	0	0	0	0	0	1	19	1	0	1	1	0	0	0	0
ATR	ENSG00000175054	ENST00000661310	protein_coding	2	1	1	17	0	0	0	0	0	1	19	1	0	1	1	0	0	0	0
B2M	ENSG00000166710	ENST00000559916	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
B2M	ENSG00000166710	ENST00000648006	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BAP1	ENSG00000163930	ENST00000296288	protein_coding	1	2	1	2	0	0	0	0	0	1	4	1	0	0	2	0	0	0	0
BAP1	ENSG00000163930	ENST00000460680	protein_coding	1	2	1	2	0	0	0	0	0	1	4	1	0	0	2	0	0	0	0
BAP1	ENSG00000163930	ENST00000469613	protein_coding	1	1	1	3	0	0	0	0	0	1	2	1	0	0	1	0	0	0	2
BIVM-ERCC5	ENSG00000270181	ENST00000639132	protein_coding	1	0	2	2	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0
BIVM-ERCC5	ENSG00000270181	ENST00000639435	protein_coding	1	0	2	2	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0
BMPR1A	ENSG00000107779	ENST00000372037	protein_coding	1	0	1	3	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0
BRAF	ENSG00000157764	ENST00000288602	protein_coding	1	0	1	4	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0
BRAF	ENSG00000157764	ENST00000496384	protein_coding	1	0	1	4	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0
BRAF	ENSG00000157764	ENST00000644969	protein_coding	1	0	1	4	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0
BRAF	ENSG00000157764	ENST00000646891	protein_coding	1	0	1	4	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0
BRCA2	ENSG00000139618	ENST00000380152	protein_coding	3	1	3	6	1	0	0	0	0	2	6	3	0	0	1	1	0	0	0
BRCA2	ENSG00000139618	ENST00000530893	protein_coding	2	1	0	4	0	0	0	0	2	1	3	0	0	0	2	1	0	0	0
BRCA2	ENSG00000139618	ENST00000544455	protein_coding	3	1	3	6	1	0	0	0	0	2	6	3	0	0	1	1	0	0	0
BRCA2	ENSG00000139618	ENST00000680887	protein_coding	3	1	3	6	1	0	0	0	0	2	6	3	0	0	1	1	0	0	0
BRIP1	ENSG00000136492	ENST00000259008	protein_coding	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
BRIP1	ENSG00000136492	ENST00000577598	protein_coding	1	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000577913	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000584322	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000682369	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000682453	protein_coding	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
BRIP1	ENSG00000136492	ENST00000682755	protein_coding	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
BRIP1	ENSG00000136492	ENST00000682989	protein_coding	1	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000683039	protein_coding	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
BRIP1	ENSG00000136492	ENST00000683381	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
BRIP1	ENSG00000136492	ENST00000684584	protein_coding	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
CASR	ENSG00000036828	ENST00000490131	protein_coding	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0
CASR	ENSG00000036828	ENST00000498619	protein_coding	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0
CASR	ENSG00000036828	ENST00000638421	protein_coding	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0
CASR	ENSG00000036828	ENST00000639785	protein_coding	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0
CD74	ENSG00000019582	ENST00000009530	protein_coding	1	0	1	2	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
CDC73	ENSG00000134371	ENST00000367435	protein_coding	1	1	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
CDC73	ENSG00000134371	ENST00000635846	protein_coding	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
