ABCB1	ENSG00000085563	ENST00000265724	protein_coding	2	1	1	2	0	0	0	0	0	0	1	4	1	1	0	2	0	0	0	0
ABCB1	ENSG00000085563	ENST00000543898	protein_coding	2	1	1	2	0	0	0	0	0	0	1	4	1	1	0	2	0	0	0	0
ABCB1	ENSG00000085563	ENST00000622132	protein_coding	2	1	1	2	0	0	0	0	0	0	1	4	1	1	0	2	0	0	0	0
ABL1	ENSG00000097007	ENST00000318560	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABL1	ENSG00000097007	ENST00000372348	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABL2	ENSG00000143322	ENST00000344730	protein_coding	1	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0
ABL2	ENSG00000143322	ENST00000367623	protein_coding	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0
ABL2	ENSG00000143322	ENST00000392043	protein_coding	1	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0
ABL2	ENSG00000143322	ENST00000502732	protein_coding	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0
ABL2	ENSG00000143322	ENST00000504405	protein_coding	1	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0
ABL2	ENSG00000143322	ENST00000507173	protein_coding	1	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0
ABL2	ENSG00000143322	ENST00000511413	protein_coding	1	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0
ABL2	ENSG00000143322	ENST00000512653	protein_coding	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0
ALK	ENSG00000171094	ENST00000389048	protein_coding	2	1	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0
ALK	ENSG00000171094	ENST00000618119	protein_coding	1	1	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0
ALK	ENSG00000171094	ENST00000642122	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
APC	ENSG00000134982	ENST00000257430	protein_coding	1	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0
APC	ENSG00000134982	ENST00000508376	protein_coding	1	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0
APC	ENSG00000134982	ENST00000512211	protein_coding	1	0	3	3	0	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0
ARID1A	ENSG00000117713	ENST00000324856	protein_coding	2	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000374152	protein_coding	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000430799	protein_coding	2	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000457599	protein_coding	1	0	2	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000636219	protein_coding	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ATM	ENSG00000149311	ENST00000452508	protein_coding	1	2	8	3	0	0	0	0	0	0	0	3	8	0	0	0	0	1	2	0
ATM	ENSG00000149311	ENST00000675843	protein_coding	1	2	8	3	0	0	0	0	0	0	0	3	8	0	0	0	0	1	2	0
ATRX	ENSG00000085224	ENST00000373344	protein_coding	1	0	3	1	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0
ATRX	ENSG00000085224	ENST00000395603	protein_coding	1	0	3	1	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0
ATRX	ENSG00000085224	ENST00000675732	protein_coding	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
BCL10	ENSG00000142867	ENST00000620248	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
