RB1	ENSG00000139687	ENST00000267163	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AR	ENSG00000169083	ENST00000374690	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
AR	ENSG00000169083	ENST00000396044	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
AR	ENSG00000169083	ENST00000504326	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
ARID1A	ENSG00000117713	ENST00000324856	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000374152	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000430799	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000457599	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000524572	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000636219	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
ARID1A	ENSG00000117713	ENST00000637465	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
ATR	ENSG00000175054	ENST00000350721	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
ATR	ENSG00000175054	ENST00000661310	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000373344	protein_coding	0	0	1	2	0	0	1	0	0	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000395603	protein_coding	0	0	1	2	0	0	1	0	0	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000624166	protein_coding	0	0	1	2	0	0	1	0	0	0	1	1	0	0	0	0
BIVM-ERCC5	ENSG00000270181	ENST00000639132	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
BIVM-ERCC5	ENSG00000270181	ENST00000639435	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000354071	protein_coding	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000357654	protein_coding	0	0	2	6	0	0	0	0	0	0	6	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000470026	protein_coding	0	0	1	3	0	0	0	0	1	0	2	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000471181	protein_coding	0	0	2	6	0	0	0	0	0	0	6	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000473961	protein_coding	0	0	1	3	0	0	0	0	1	0	2	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000477152	protein_coding	0	0	1	3	0	0	0	0	1	0	2	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493795	protein_coding	0	0	2	6	0	0	0	0	0	0	6	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000494123	protein_coding	0	0	1	3	0	0	0	0	1	0	2	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000497488	protein_coding	0	0	1	3	0	0	0	0	1	0	2	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000634433	protein_coding	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000652672	protein_coding	0	0	1	3	0	0	0	0	1	0	2	1	0	0	0	0
BRCA2	ENSG00000139618	ENST00000380152	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
BRCA2	ENSG00000139618	ENST00000544455	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
BRCA2	ENSG00000139618	ENST00000680887	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000228872	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000396340	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000614874	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ERCC5	ENSG00000134899	ENST00000652225	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ERCC5	ENSG00000134899	ENST00000652613	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000267430	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000542564	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000554809	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000556250	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
FUS	ENSG00000089280	ENST00000254108	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000380244	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000568685	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MCPH1	ENSG00000147316	ENST00000344683	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000521129	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
