RB1	ENSG00000139687	ENST00000267163	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0
AR	ENSG00000169083	ENST00000374690	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
AR	ENSG00000169083	ENST00000396044	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
AR	ENSG00000169083	ENST00000504326	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
ATR	ENSG00000175054	ENST00000350721	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ATR	ENSG00000175054	ENST00000661310	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000373344	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000395603	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000624166	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000260947	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000421162	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000613374	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000613706	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000617164	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000619009	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000620057	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000354071	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000357654	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000470026	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000471181	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
