BARD1	ENSG00000138376	ENST00000260947	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000421162	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000613374	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000613706	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000617164	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000619009	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BARD1	ENSG00000138376	ENST00000620057	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ROS1	ENSG00000047936	ENST00000368507	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
ROS1	ENSG00000047936	ENST00000368508	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000354071	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000357654	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000470026	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000471181	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000473961	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000477152	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493795	protein_coding	0	0	2	1	0	0	0	0	1	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000494123	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000497488	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000634433	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0
BRCA1	ENSG00000012048	ENST00000652672	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000228872	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000396340	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CDKN1B	ENSG00000111276	ENST00000614874	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000267430	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000542564	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000554809	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000556250	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000276659	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000517781	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000517939	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000373344	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000395603	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
ATRX	ENSG00000085224	ENST00000624166	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0
AR	ENSG00000169083	ENST00000374690	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
AR	ENSG00000169083	ENST00000396044	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
AR	ENSG00000169083	ENST00000504326	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
