APC	ENSG00000134982	ENST00000257430	protein_coding	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000507379	protein_coding	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000508376	protein_coding	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000512211	protein_coding	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000354071	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000357654	protein_coding	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000471181	protein_coding	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493795	protein_coding	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
BRCA1	ENSG00000012048	ENST00000634433	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000296302	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000337303	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000356770	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000394830	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000409057	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000409114	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000409767	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000410007	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000423351	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000446103	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
BRCA2	ENSG00000139618	ENST00000380152	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
BRCA2	ENSG00000139618	ENST00000544455	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
BRCA2	ENSG00000139618	ENST00000680887	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP3K1	ENSG00000095015	ENST00000399503	protein_coding	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0
ATM	ENSG00000149311	ENST00000452508	protein_coding	0	0	2	3	0	0	0	0	0	3	2	0	0	0	0	0	0	0
ATM	ENSG00000149311	ENST00000675843	protein_coding	0	0	2	3	0	0	0	0	0	3	2	0	0	0	0	0	0	0
ERCC4	ENSG00000175595	ENST00000311895	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ERCC4	ENSG00000175595	ENST00000575156	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERCC4	ENSG00000175595	ENST00000682617	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
APC	ENSG00000134982	ENST00000257430	protein_coding	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000507379	protein_coding	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000508376	protein_coding	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000512211	protein_coding	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
FANCD2	ENSG00000144554	ENST00000287647	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000419585	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000675286	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000676013	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000277120	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0
