TP53	ENSG00000141510	ENST00000269305	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000359597	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000413465	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000420246	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000445888	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000455263	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000504290	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000504937	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000509690	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000510385	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000514944	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000610292	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000610538	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000610623	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000618944	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000619186	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000619485	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000620739	protein_coding	1	0	0	0	0	1	0	1	0	0
TP53	ENSG00000141510	ENST00000622645	protein_coding	1	0	0	0	0	1	0	1	0	0
ATM	ENSG00000149311	ENST00000452508	protein_coding	0	0	1	0	0	0	1	0	0	0
ATM	ENSG00000149311	ENST00000675843	protein_coding	0	0	1	0	0	0	1	0	0	0
