TP53	ENSG00000141510	ENST00000269305	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000359597	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000420246	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000445888	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000455263	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000504290	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000504937	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000509690	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000510385	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610292	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610538	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610623	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000618944	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000619186	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000619485	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000620739	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000622645	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	0
APC	ENSG00000134982	ENST00000257430	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000507379	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000508376	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
APC	ENSG00000134982	ENST00000512211	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000354071	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000357654	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000471181	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000493795	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
BRCA1	ENSG00000012048	ENST00000634433	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRIP1	ENSG00000136492	ENST00000259008	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRIP1	ENSG00000136492	ENST00000577598	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRIP1	ENSG00000136492	ENST00000682453	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRIP1	ENSG00000136492	ENST00000682755	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
BRIP1	ENSG00000136492	ENST00000683039	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CDK12	ENSG00000167258	ENST00000430627	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
CDK12	ENSG00000167258	ENST00000447079	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
CDK12	ENSG00000167258	ENST00000584632	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000304494	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000498124	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CDKN2A	ENSG00000147889	ENST00000579122	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ERCC4	ENSG00000175595	ENST00000311895	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ERCC4	ENSG00000175595	ENST00000682617	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ERCC6	ENSG00000225830	ENST00000447839	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ERCC6	ENSG00000225830	ENST00000515869	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCB	ENSG00000181544	ENST00000324138	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCB	ENSG00000181544	ENST00000398334	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCB	ENSG00000181544	ENST00000452869	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCB	ENSG00000181544	ENST00000650831	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
FANCD2	ENSG00000144554	ENST00000287647	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
FANCD2	ENSG00000144554	ENST00000419585	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
FANCD2	ENSG00000144554	ENST00000675286	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
FANCD2	ENSG00000144554	ENST00000676013	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
GNAS	ENSG00000087460	ENST00000313949	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	1	0
